hotel_type,booking_status,advance_booking_days,arrival_year,arrival_month,arrival_week,arrival_day,weekend_nights,weekday_nights,num_adults,num_children,num_infants,meal_plan,guest_country,booking_segment,booking_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room,assigned_room,modifications,deposit_type,travel_agent_id,corporate_id,waiting_days,customer_category,avg_daily_rate,parking_spaces,special_requests,reservation_status,reservation_date,total_stay_nights,booking_season,family_booking,total_guests,is_long_stay,total_revenue,occupancy_rate,weekend_ratio,cancellation_risk
Luxury Resort,False,1,2017,March,12,21,0,1,1,0.0,0,SB,Unknown,Direct,Direct,False,0,3,A,C,0,No Deposit,,51.0,0,Regular,50.0,1,0,Checked-Out,22-03-2017,1,Spring,False,1.0,False,50.0,0.25,0.0,Very Low
Urban Hotel,False,0,2017,July,30,29,1,1,2,0.0,0,SC,FRA,Direct,Direct,False,0,0,A,A,2,No Deposit,,Not Applicable,0,Regular,189.0,0,0,Checked-Out,31-07-2017,2,Summer,False,2.0,False,378.0,0.5,0.49975012493753124,
Urban Hotel,False,119,2016,April,18,29,1,2,2,0.0,0,SB,DEU,Online TA,TA/TO,False,0,0,A,B,1,No Deposit,9.0,Not Applicable,0,Regular-Party,99.3,0,1,Checked-Out,02-05-2016,3,Spring,False,2.0,False,297.9,0.5,0.33322225924691773,High
Urban Hotel,False,175,2017,May,18,1,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,99.0,0,2,Checked-Out,05-05-2017,4,Spring,False,2.0,False,396.0,0.5,0.2499375156210947,High
Luxury Resort,False,1,2016,August,34,19,0,1,2,0.0,0,SB,BRA,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,199.0,1,1,Checked-Out,20-08-2016,1,Summer,False,2.0,False,199.0,0.5,0.0,Very Low
Urban Hotel,False,148,2016,August,33,9,0,3,2,0.0,0,SB,FRA,Online TA,TA/TO,False,0,0,A,A,2,No Deposit,9.0,Not Applicable,0,Regular,114.3,0,1,Checked-Out,12-08-2016,3,Summer,False,2.0,False,342.9,0.5,0.0,High
Luxury Resort,True,116,2015,September,38,15,4,11,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,74.53,0,0,Cancelled,27-05-2015,15,Autumn,False,2.0,True,1117.95,0.5,0.26664889007399506,High
Urban Hotel,False,1,2016,September,37,6,0,3,1,0.0,0,SB,PRT,Corporate,Corporate,True,3,43,A,B,0,No Deposit,,40.0,0,Regular,67.0,1,0,Checked-Out,09-09-2016,3,Autumn,False,1.0,False,201.0,0.25,0.0,Very Low
Luxury Resort,False,71,2016,December,52,23,1,2,2,0.0,0,SB,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,46.0,0,2,Checked-Out,26-12-2016,3,Winter,False,2.0,False,138.0,0.5,0.33322225924691773,Medium
Urban Hotel,False,21,2017,August,35,28,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,149.0,0,1,Checked-Out,29-08-2017,1,Summer,False,2.0,False,149.0,0.5,0.9990009990009991,Low
Urban Hotel,False,28,2017,August,34,24,0,3,2,0.0,0,SB,IRL,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,163.0,0,2,Checked-Out,27-08-2017,3,Summer,False,2.0,False,489.0,0.5,0.0,Low
Luxury Resort,False,3,2015,October,44,30,0,2,2,0.0,0,SB,PRT,Group Bookings,Direct,False,0,0,A,D,0,No Deposit,,Not Applicable,0,Regular,36.0,0,1,Checked-Out,01-11-2015,2,Autumn,False,2.0,False,72.0,0.5,0.0,Very Low
Urban Hotel,False,0,2017,March,9,2,0,1,1,0.0,0,SB,SWE,Online TA,TA/TO,False,0,0,A,B,0,No Deposit,,Not Applicable,0,Regular,98.0,0,0,Checked-Out,03-03-2017,1,Spring,False,1.0,False,98.0,0.25,0.0,
Urban Hotel,True,15,2017,January,4,26,0,3,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,79.0,0,1,Cancelled,12-01-2017,3,Winter,False,2.0,False,237.0,0.5,0.0,Low
Luxury Resort,False,35,2016,January,4,19,0,2,2,1.0,0,SB,ITA,Offline TA/TO,TA/TO,False,0,0,A,D,0,No Deposit,314.0,Not Applicable,0,Regular-Party,36.25,0,2,Checked-Out,21-01-2016,2,Winter,True,3.0,False,72.5,0.75,0.0,Medium
Urban Hotel,False,1,2016,January,3,14,0,2,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,83.0,Not Applicable,0,Regular,69.5,0,0,Checked-Out,16-01-2016,2,Winter,False,1.0,False,139.0,0.25,0.0,Very Low
Urban Hotel,False,1,2015,October,41,7,0,2,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,D,F,0,No Deposit,9.0,Not Applicable,0,Corporate Contract,155.0,0,0,Checked-Out,09-10-2015,2,Autumn,False,2.0,False,310.0,0.5,0.0,Very Low
Luxury Resort,True,83,2016,February,6,4,1,3,2,2.0,0,SB,PRT,Online TA,TA/TO,False,0,0,G,G,0,No Deposit,240.0,Not Applicable,0,Regular,98.0,0,0,Cancelled,09-01-2016,4,Winter,True,4.0,False,392.0,1.0,0.2499375156210947,Medium
Luxury Resort,False,2,2016,April,15,7,0,2,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,,6.0,0,Regular,39.0,0,0,Checked-Out,09-04-2016,2,Spring,False,1.0,False,78.0,0.25,0.0,Very Low
Luxury Resort,False,232,2017,June,24,13,2,5,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,False,0,0,D,D,0,No Deposit,436.0,Not Applicable,0,Regular,72.2,0,1,Checked-Out,20-06-2017,7,Summer,False,2.0,True,505.40000000000003,0.5,0.285673475217826,High
Urban Hotel,True,30,2016,February,8,20,2,4,1,0.0,0,SB,BRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,73.42,0,0,No-Show,20-02-2016,6,Winter,False,1.0,False,440.52,0.25,0.33327778703549404,Low
Urban Hotel,False,30,2015,October,40,2,2,2,2,0.0,0,SB,ESP,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Corporate Contract,109.35,0,0,Checked-Out,06-10-2015,4,Autumn,False,2.0,False,437.4,0.5,0.4998750312421894,Low
Luxury Resort,False,187,2017,July,31,30,2,2,2,0.0,0,SB,CN,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,410.0,Not Applicable,0,Regular,104.85,0,0,Checked-Out,03-08-2017,4,Summer,False,2.0,False,419.4,0.5,0.4998750312421894,High
Luxury Resort,True,81,2016,October,45,30,2,1,2,0.0,0,SB,BRA,Online TA,TA/TO,False,0,0,A,C,0,No Deposit,,Not Applicable,0,Regular,44.53,0,0,No-Show,30-10-2016,3,Autumn,False,2.0,False,133.59,0.5,0.6664445184938355,Medium
Luxury Resort,True,93,2016,June,24,10,0,2,3,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,3,No Deposit,240.0,Not Applicable,0,Regular-Party,151.0,0,0,Cancelled,25-05-2016,2,Summer,False,3.0,False,302.0,0.75,0.0,High
Urban Hotel,False,77,2017,March,13,27,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,74.8,0,1,Checked-Out,31-03-2017,4,Spring,False,2.0,False,299.2,0.5,0.2499375156210947,Medium
Luxury Resort,False,93,2015,July,29,18,2,4,2,0.0,0,SB,CHE,Online TA,TA/TO,False,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular,145.0,0,0,Checked-Out,24-07-2015,6,Summer,False,2.0,False,870.0,0.5,0.33327778703549404,High
Urban Hotel,False,200,2017,June,26,29,2,5,2,0.0,0,SB,GBR,Direct,Direct,False,0,0,A,A,0,No Deposit,14.0,Not Applicable,0,Regular,91.93,0,1,Checked-Out,06-07-2017,7,Summer,False,2.0,True,643.51,0.5,0.285673475217826,High
Urban Hotel,True,60,2016,April,14,1,1,2,2,0.0,0,SB,Unknown,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,92.7,0,1,Cancelled,29-03-2016,3,Spring,False,2.0,False,278.1,0.5,0.33322225924691773,Medium
Urban Hotel,False,41,2016,November,47,18,0,2,3,0.0,0,SB,ESP,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,140.0,0,1,Checked-Out,20-11-2016,2,Autumn,False,3.0,False,280.0,0.75,0.0,Medium
Urban Hotel,False,124,2016,July,30,23,2,1,2,0.0,0,SB,NLD,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,42.0,Not Applicable,0,Regular,72.25,0,0,Checked-Out,26-07-2016,3,Summer,False,2.0,False,216.75,0.5,0.6664445184938355,High
Urban Hotel,True,63,2016,February,8,18,2,3,2,0.0,0,SB,Unknown,Online TA,TA/TO,False,0,0,B,B,1,No Deposit,9.0,Not Applicable,0,Regular,65.66,0,0,Cancelled,28-12-2015,5,Winter,False,2.0,False,328.29999999999995,0.5,0.3999200159968006,Medium
Urban Hotel,False,35,2015,November,48,26,0,3,1,0.0,0,SC,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Corporate Contract,85.5,0,2,Checked-Out,29-11-2015,3,Autumn,False,1.0,False,256.5,0.25,0.0,Medium
Luxury Resort,False,48,2016,November,45,3,1,3,2,0.0,0,SB,FRA,Offline TA/TO,TA/TO,False,0,0,A,D,0,No Deposit,6.0,Not Applicable,0,Regular,29.0,0,0,Checked-Out,07-11-2016,4,Autumn,False,2.0,False,116.0,0.5,0.2499375156210947,Medium
Luxury Resort,False,1,2016,November,46,9,0,1,1,0.0,0,SB,PRT,Complementary,Corporate,True,1,5,A,E,0,No Deposit,,281.0,0,Regular,79.49,1,3,Checked-Out,10-11-2016,1,Autumn,False,1.0,False,79.49,0.25,0.0,Very Low
Luxury Resort,False,309,2017,May,21,25,2,5,2,0.0,1,SB,GBR,Offline TA/TO,TA/TO,False,0,0,A,D,2,No Deposit,40.0,Not Applicable,0,Corporate Contract,68.7,0,2,Checked-Out,01-06-2017,7,Spring,True,3.0,True,480.90000000000003,0.5,0.285673475217826,High
Urban Hotel,True,82,2016,April,18,26,0,5,2,2.0,0,HB,FRA,Online TA,TA/TO,False,0,0,F,F,1,No Deposit,9.0,Not Applicable,0,Regular,218.96,0,0,Cancelled,21-03-2016,5,Spring,True,4.0,False,1094.8,1.0,0.0,Medium
Luxury Resort,False,68,2017,July,29,16,2,2,2,0.0,0,HB,DNK,Direct,Direct,False,0,0,F,F,3,No Deposit,250.0,Not Applicable,0,Regular,256.5,0,1,Checked-Out,20-07-2017,4,Summer,False,2.0,False,1026.0,0.5,0.4998750312421894,Medium
Urban Hotel,True,107,2016,December,49,3,2,1,2,2.0,0,SB,ESP,Online TA,TA/TO,False,0,0,F,F,0,No Deposit,9.0,Not Applicable,0,Regular,156.6,0,1,Cancelled,13-10-2016,3,Winter,True,4.0,False,469.79999999999995,1.0,0.6664445184938355,High
Luxury Resort,False,231,2016,June,25,15,0,3,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,False,0,0,E,E,0,No Deposit,6.0,Not Applicable,0,Regular,81.0,0,2,Checked-Out,18-06-2016,3,Summer,False,2.0,False,243.0,0.5,0.0,High
Urban Hotel,True,207,2017,July,28,14,2,2,2,0.0,0,SC,NLD,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,89.1,0,0,Cancelled,18-02-2017,4,Summer,False,2.0,False,356.4,0.5,0.4998750312421894,High
Luxury Resort,True,256,2015,August,31,1,4,6,2,0.0,0,SB,PRT,Online TA,TA/TO,False,1,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular-Party,166.0,0,1,Cancelled,16-04-2015,10,Summer,False,2.0,True,1660.0,0.5,0.3999600039996001,High
Urban Hotel,False,68,2016,March,12,19,2,1,2,0.0,0,SB,KAZ,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,105.3,0,2,Checked-Out,22-03-2016,3,Spring,False,2.0,False,315.9,0.5,0.6664445184938355,Medium
Urban Hotel,True,9,2017,March,10,8,1,4,2,0.0,0,SC,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,100.0,0,1,Cancelled,08-03-2017,5,Spring,False,2.0,False,500.0,0.5,0.1999600079984003,Low
Urban Hotel,True,187,2017,March,11,16,1,3,2,0.0,0,SB,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,104.0,0,0,Cancelled,10-09-2016,4,Spring,False,2.0,False,416.0,0.5,0.2499375156210947,High
Urban Hotel,True,152,2017,July,28,14,2,2,2,0.0,0,SB,AUT,Online TA,TA/TO,False,0,0,E,E,0,No Deposit,9.0,Not Applicable,0,Regular,143.1,0,0,Cancelled,27-02-2017,4,Summer,False,2.0,False,572.4,0.5,0.4998750312421894,High
Luxury Resort,False,2,2016,November,47,19,0,1,2,0.0,0,SB,PRT,Direct,Direct,False,0,0,F,F,0,No Deposit,250.0,Not Applicable,0,Regular,80.0,0,1,Checked-Out,20-11-2016,1,Autumn,False,2.0,False,80.0,0.5,0.0,Very Low
Luxury Resort,False,336,2016,September,38,15,1,3,2,0.0,0,SB,GBR,Group Bookings,Direct,False,0,0,A,D,1,No Deposit,,223.0,0,Regular-Party,69.0,1,0,Checked-Out,19-09-2016,4,Autumn,False,2.0,False,276.0,0.5,0.2499375156210947,High
Urban Hotel,False,0,2016,November,45,1,0,1,2,0.0,0,SB,PRT,Direct,Direct,False,0,0,D,D,1,No Deposit,,Not Applicable,0,Regular,160.0,0,0,Checked-Out,02-11-2016,1,Autumn,False,2.0,False,160.0,0.5,0.0,
Urban Hotel,True,55,2015,December,53,27,3,5,2,0.0,0,SB,PRT,Online TA,TA/TO,False,1,0,D,D,0,No Deposit,9.0,Not Applicable,0,Corporate Contract,117.0,0,0,Cancelled,16-11-2015,8,Winter,False,2.0,True,936.0,0.5,0.3749531308586427,Medium
Luxury Resort,False,5,2015,October,44,25,2,4,2,0.0,0,SB,Unknown,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,56.48,0,1,Checked-Out,31-10-2015,6,Autumn,False,2.0,False,338.88,0.5,0.33327778703549404,Very Low
Urban Hotel,False,198,2016,October,43,22,2,5,2,0.0,0,SB,DEU,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,27.0,Not Applicable,0,Regular,80.75,0,0,Checked-Out,29-10-2016,7,Autumn,False,2.0,True,565.25,0.5,0.285673475217826,High
Urban Hotel,False,67,2017,April,16,22,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,108.0,0,3,Checked-Out,25-04-2017,3,Spring,False,2.0,False,324.0,0.5,0.6664445184938355,Medium
Luxury Resort,False,5,2017,February,6,9,1,3,2,0.0,0,HB,GBR,Online TA,TA/TO,False,0,0,D,D,1,No Deposit,314.0,Not Applicable,0,Regular,63.72,0,4,Checked-Out,13-02-2017,4,Winter,False,2.0,False,254.88,0.5,0.2499375156210947,Very Low
Urban Hotel,False,135,2017,May,21,26,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,111.0,0,1,Checked-Out,30-05-2017,4,Spring,False,2.0,False,444.0,0.5,0.4998750312421894,High
Luxury Resort,False,4,2016,March,11,12,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,False,0,0,E,E,0,No Deposit,2.0,Not Applicable,0,Corporate Contract,47.0,0,0,Checked-Out,19-03-2016,7,Spring,False,2.0,True,329.0,0.5,0.285673475217826,Very Low
Urban Hotel,False,55,2016,March,14,31,0,2,1,0.0,0,SB,PRT,Corporate,Corporate,True,0,3,A,A,0,No Deposit,,40.0,0,Regular-Party,67.0,1,0,Checked-Out,02-04-2016,2,Spring,False,1.0,False,134.0,0.25,0.0,Medium
Luxury Resort,True,320,2017,July,27,2,4,7,2,0.0,0,HB,RUS,Online TA,TA/TO,False,0,0,D,D,1,No Deposit,240.0,Not Applicable,0,Regular,150.22,0,1,Cancelled,27-10-2016,11,Summer,False,2.0,True,1652.42,0.5,0.36360330879011,High
Luxury Resort,True,62,2015,November,47,18,2,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,313.0,Not Applicable,0,Regular-Party,73.0,0,0,Cancelled,05-11-2015,6,Autumn,False,2.0,False,438.0,0.5,0.33327778703549404,Medium
Luxury Resort,True,125,2017,March,10,9,2,4,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,42.0,0,2,Cancelled,01-01-2017,6,Spring,False,2.0,False,252.0,0.5,0.33327778703549404,High
Urban Hotel,False,125,2016,June,25,17,2,3,2,0.0,0,SB,DEU,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,128.69,0,1,Checked-Out,22-06-2016,5,Summer,False,2.0,False,643.45,0.5,0.3999200159968006,High
Urban Hotel,False,4,2015,August,32,8,2,1,2,0.0,0,SC,DZA,Online TA,TA/TO,False,0,0,A,D,0,No Deposit,9.0,Not Applicable,0,Corporate Contract,80.0,0,1,Checked-Out,11-08-2015,3,Summer,False,2.0,False,240.0,0.5,0.6664445184938355,Very Low
Urban Hotel,False,158,2017,July,27,6,0,2,3,0.0,0,SB,BRA,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,161.1,0,0,Checked-Out,08-07-2017,2,Summer,False,3.0,False,322.2,0.75,0.0,High
Urban Hotel,False,0,2016,February,9,25,0,1,1,0.0,0,SB,PRT,Direct,Direct,False,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,70.0,0,0,Checked-Out,26-02-2016,1,Winter,False,1.0,False,70.0,0.25,0.0,
Luxury Resort,False,113,2016,May,19,5,0,3,2,0.0,0,SB,IRL,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,175.0,Not Applicable,0,Regular,41.76,0,0,Checked-Out,08-05-2016,3,Spring,False,2.0,False,125.28,0.5,0.0,High
Luxury Resort,False,171,2015,November,45,7,2,6,2,0.0,0,SB,RUS,Online TA,TA/TO,False,0,0,A,D,0,No Deposit,240.0,Not Applicable,0,Regular,32.4,0,0,Checked-Out,15-11-2015,8,Autumn,False,2.0,True,259.2,0.5,0.2499687539057618,High
Urban Hotel,False,42,2015,September,38,16,2,4,1,0.0,0,SB,USA,Direct,Direct,False,0,0,A,D,0,No Deposit,14.0,Not Applicable,0,Regular,104.5,0,0,Checked-Out,22-09-2015,6,Autumn,False,1.0,False,627.0,0.25,0.33327778703549404,Medium
Luxury Resort,False,1,2017,January,4,28,0,1,2,0.0,0,HB,ESP,Direct,Direct,False,0,0,F,F,1,No Deposit,,Not Applicable,0,Regular-Party,78.0,0,1,Checked-Out,29-01-2017,1,Winter,False,2.0,False,78.0,0.5,0.0,Very Low
Luxury Resort,False,1,2015,August,35,25,0,1,2,0.0,0,SB,GBR,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,153.0,1,0,Checked-Out,26-08-2015,1,Summer,False,2.0,False,153.0,0.5,0.0,Very Low
Urban Hotel,False,3,2016,February,7,13,1,1,2,0.0,0,SC,USA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,60.83,0,0,Checked-Out,15-02-2016,2,Winter,False,2.0,False,121.66,0.5,0.49975012493753124,Very Low
Luxury Resort,True,18,2016,September,39,22,0,2,2,0.0,0,SB,DEU,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,134.0,0,0,Cancelled,04-09-2016,2,Autumn,False,2.0,False,268.0,0.5,0.0,Low
Urban Hotel,True,59,2017,January,4,23,1,1,2,0.0,0,SB,PRT,Group Bookings,TA/TO,False,0,0,A,A,0,Non Refund,,Not Applicable,0,Regular,103.84,0,0,Cancelled,25-11-2016,2,Winter,False,2.0,False,207.68,0.5,0.49975012493753124,Medium
Luxury Resort,False,21,2016,May,23,30,1,2,2,0.0,0,SB,DEU,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,100.67,1,1,Checked-Out,02-06-2016,3,Spring,False,2.0,False,302.01,0.5,0.33322225924691773,Low
Urban Hotel,True,114,2016,May,20,12,2,4,2,0.0,0,SB,BRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,115.25,0,0,Cancelled,01-03-2016,6,Spring,False,2.0,False,691.5,0.5,0.33327778703549404,High
Luxury Resort,False,50,2017,February,8,24,0,2,2,0.0,0,SB,ESP,Direct,Direct,False,0,0,A,A,1,No Deposit,250.0,Not Applicable,0,Regular,54.0,0,0,Checked-Out,26-02-2017,2,Winter,False,2.0,False,108.0,0.5,0.0,Medium
Luxury Resort,False,80,2017,July,29,17,1,1,2,0.0,0,HB,BRA,Online TA,TA/TO,False,0,0,A,A,2,No Deposit,241.0,Not Applicable,0,Regular,203.6,0,2,Checked-Out,19-07-2017,2,Summer,False,2.0,False,407.2,0.5,0.49975012493753124,Medium
Urban Hotel,True,150,2017,August,32,7,1,1,2,0.0,0,SB,BEL,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,130.5,0,0,Cancelled,17-04-2017,2,Summer,False,2.0,False,261.0,0.5,0.49975012493753124,High
Luxury Resort,True,63,2016,December,50,9,0,2,1,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,D,0,No Deposit,339.0,Not Applicable,0,Regular,26.64,0,0,Cancelled,05-12-2016,2,Winter,False,1.0,False,53.28,0.25,0.0,Medium
Urban Hotel,True,180,2016,October,40,1,2,1,2,0.0,0,SB,IRL,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,108.9,0,1,Cancelled,12-09-2016,3,Autumn,False,2.0,False,326.70000000000005,0.5,0.6664445184938355,High
Urban Hotel,False,6,2017,May,22,30,0,2,1,0.0,0,SB,ESP,Corporate,Corporate,True,0,4,D,D,0,No Deposit,,174.0,0,Regular,110.0,0,0,Checked-Out,01-06-2017,2,Spring,False,1.0,False,220.0,0.25,0.0,Very Low
Urban Hotel,True,134,2017,June,23,7,0,2,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,,Not Applicable,0,Regular,110.0,0,0,Cancelled,24-01-2017,2,Summer,False,2.0,False,220.0,0.5,0.0,High
Urban Hotel,False,7,2017,April,14,7,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,115.0,0,1,Checked-Out,08-04-2017,1,Spring,False,2.0,False,115.0,0.5,0.0,Very Low
Luxury Resort,False,10,2016,July,31,25,1,3,2,0.0,0,SB,CHE,Online TA,TA/TO,False,0,0,A,D,0,No Deposit,240.0,Not Applicable,0,Regular,209.0,0,0,Checked-Out,29-07-2016,4,Summer,False,2.0,False,836.0,0.5,0.2499375156210947,Low
Urban Hotel,False,0,2016,October,42,9,1,0,3,0.0,0,SB,PRT,Direct,Direct,False,0,0,A,A,1,No Deposit,,Not Applicable,0,Regular,77.0,0,0,Checked-Out,10-10-2016,1,Autumn,False,3.0,False,77.0,0.75,0.9990009990009991,
Urban Hotel,True,173,2017,July,27,6,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,89.1,0,0,Cancelled,16-01-2017,4,Summer,False,2.0,False,356.4,0.5,0.2499375156210947,High
Luxury Resort,False,17,2017,March,13,30,2,8,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,False,0,0,D,D,0,No Deposit,40.0,Not Applicable,0,Corporate Contract,51.98,0,0,Checked-Out,09-04-2017,10,Spring,False,2.0,True,519.8,0.5,0.19998000199980004,Low
Urban Hotel,False,53,2016,January,5,24,2,1,2,0.0,1,SB,ITA,Offline TA/TO,TA/TO,False,0,0,A,D,0,No Deposit,28.0,Not Applicable,0,Regular,60.0,0,1,Checked-Out,27-01-2016,3,Winter,True,3.0,False,180.0,0.5,0.6664445184938355,Medium
Luxury Resort,False,195,2016,September,39,22,2,8,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,False,0,0,D,D,0,No Deposit,243.0,Not Applicable,0,Corporate Contract,46.75,0,0,Checked-Out,02-10-2016,10,Autumn,False,2.0,True,467.5,0.5,0.19998000199980004,High
Luxury Resort,False,166,2016,June,26,25,2,5,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,D,E,1,No Deposit,156.0,Not Applicable,0,Regular,86.17,0,2,Checked-Out,02-07-2016,7,Summer,False,2.0,True,603.19,0.5,0.285673475217826,High
Luxury Resort,False,6,2017,July,29,16,2,4,2,1.0,0,SB,ESP,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,242.0,Not Applicable,0,Regular,176.16,0,1,Checked-Out,22-07-2017,6,Summer,True,3.0,False,1056.96,0.75,0.33327778703549404,Very Low
Luxury Resort,False,336,2016,September,38,15,0,3,1,0.0,0,SB,GBR,Group Bookings,Direct,False,0,0,A,A,2,No Deposit,,223.0,0,Regular-Party,64.0,0,0,Checked-Out,18-09-2016,3,Autumn,False,1.0,False,192.0,0.25,0.0,High
Luxury Resort,True,56,2017,January,1,3,0,4,3,0.0,0,SB,AUS,Online TA,TA/TO,False,0,0,E,E,0,No Deposit,240.0,Not Applicable,0,Regular,62.0,0,2,Cancelled,21-12-2016,4,Winter,False,3.0,False,248.0,0.75,0.0,Medium
Urban Hotel,False,168,2016,August,33,8,1,3,2,0.0,0,SB,DEU,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,22.0,Not Applicable,0,Regular,72.25,0,0,Checked-Out,12-08-2016,4,Summer,False,2.0,False,289.0,0.5,0.2499375156210947,High
Luxury Resort,False,1,2016,January,4,23,0,1,2,0.0,0,SB,ESP,Direct,Direct,False,0,0,D,D,0,No Deposit,250.0,Not Applicable,0,Regular,51.0,0,0,Checked-Out,24-01-2016,1,Winter,False,2.0,False,51.0,0.5,0.0,Very Low
Urban Hotel,False,9,2016,March,12,18,2,3,2,1.0,0,SB,DEU,Online TA,TA/TO,False,0,0,A,D,0,No Deposit,9.0,Not Applicable,0,Regular,154.4,0,2,Checked-Out,23-03-2016,5,Spring,True,3.0,False,772.0,0.75,0.3999200159968006,Low
Urban Hotel,False,4,2015,July,27,3,0,2,1,0.0,0,HB,PRT,Group Bookings,TA/TO,False,0,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,63.0,0,0,Checked-Out,05-07-2015,2,Summer,False,1.0,False,126.0,0.25,0.0,Very Low
Urban Hotel,False,8,2016,September,37,6,0,1,2,0.0,0,SB,PRT,Direct,Direct,False,0,0,D,D,0,No Deposit,,Not Applicable,0,Regular,168.3,0,1,Checked-Out,07-09-2016,1,Autumn,False,2.0,False,168.3,0.5,0.0,Low
